"number","agecat","governorate","gender","q20","q24","q37","geoid"
"1984","35-44","البقاع","Male","غير راضٍ(ية","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","النسبية مع لبنان دائرة واحدة","1619"
"1985","25-34","البقاع","Male","غير راضٍ(ية","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","النسبية مع دوائر كبرى ","1619"
"1986","Under 25","البقاع","Female","راضٍ(ية) تماماً","لا تهمّني السياسة","NA","1619"
"1987","Under 25","البقاع","Female","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1619"
"1988","25-34","البقاع","Female","إلى حدٍ ما","لا تهمّني السياسة","لا اعرف","1619"
"1989","25-34","البقاع","Male","إلى حدٍ ما","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","النسبية مع دوائر كبرى ","1619"
"1990","25-34","البقاع","Male","غير راضٍ(ية","لا تهمّني السياسة","النسبية مع دوائر كبرى ","1619"
"1991","25-34","البقاع","Female","غير راضٍ(ية","لا تهمّني السياسة","النسبية مع دوائر كبرى ","1619"
"1992","25-34","البقاع","Male","غير راضٍ(ية","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","النسبية مع دوائر كبرى ","1619"
"1993","25-34","البقاع","Female","غير راضٍ(ية","لا تهمّني السياسة","النسبية مع دوائر كبرى ","1619"
"1994","35-44","البقاع","Male","غير راضٍ(ية","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","النسبية مع دوائر كبرى ","1619"
"1995","25-34","البقاع","Female","إلى حدٍ ما","لا تهمّني السياسة","النسبية مع لبنان دائرة واحدة","1619"
"1996","25-34","البقاع","Female","غير راضٍ(ية","ناشط(ة) في المجتمع المدني واهتم بالسياسة لكن لا أميل الى أي ","NA","1619"
"1997","55-64","البقاع","Male","غير راضٍ(ية","لا تهمّني السياسة","نظام مختلط (يجمع بين النظامين النسبي والأكثري)","1619"
"1998","25-34","البقاع","Male","غير راضٍ(ية","لا تهمّني السياسة","نظام مختلط (يجمع بين النظامين النسبي والأكثري)","1619"
"1999","55-64","البقاع","Male","غير راضٍ(ية","لا تهمّني السياسة","النسبية مع لبنان دائرة واحدة","1619"
"2000","Under 25","البقاع","Male","غير راضٍ(ية","لا تهمّني السياسة","لا جواب","1619"
"2001","25-34","البقاع","Male","راضٍ(ية) تماماً","لا تهمّني السياسة","لا اعرف","1619"
"2002","35-44","البقاع","Male","غير راضٍ(ية","لا تهمّني السياسة","النسبية مع لبنان دائرة واحدة","1619"
"2003","35-44","البقاع","Female","غير راضٍ(ية","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","النسبية مع دوائر كبرى ","1619"
"2004","25-34","البقاع","Female","إلى حدٍ ما","لا تهمّني السياسة","لا اعرف","1619"
"2005","55-64","البقاع","Female","راضٍ(ية) تماماً","منتمي(ة) إلى حزب/تيار سياسي","النسبية مع انتخاب كل شخص لنواب طائفته","1619"
"2006","25-34","البقاع","Female","غير راضٍ(ية","منتمي(ة) إلى حزب/تيار سياسي","نظام مختلط (يجمع بين النظامين النسبي والأكثري)","1619"
"2007","Under 25","البقاع","Male","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1619"
"2008","25-34","البقاع","Male","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1619"
"2009","65 and above","البقاع","Male","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1619"
"2010","35-44","البقاع","Male","راضٍ(ية) تماماً","منتمي(ة) إلى حزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1619"
"2011","55-64","البقاع","Male","إلى حدٍ ما","منتمي(ة) إلى حزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1619"
"2012","35-44","البقاع","Male","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1619"
"2013","25-34","البقاع","Female","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","NA","1619"
"2014","65 and above","البقاع","Male","غير راضٍ(ية","منتمي(ة) إلى حزب/تيار سياسي","NA","1619"
"2015","Under 25","البقاع","Male","غير راضٍ(ية","لا تهمّني السياسة","النسبية مع لبنان دائرة واحدة","1619"
"2016","35-44","البقاع","Female","راضٍ(ية) تماماً","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","نظام مختلط (يجمع بين النظامين النسبي والأكثري)","1619"
"2017","35-44","البقاع","Male","غير راضٍ(ية","لا تهمّني السياسة","النسبية مع دوائر كبرى ","1619"
"2018","Under 25","البقاع","Female","إلى حدٍ ما","لا تهمّني السياسة","غيره، حدد ","1619"
"2019","NA","البقاع","Female","غير راضٍ(ية","لا تهمّني السياسة","النسبية مع لبنان دائرة واحدة","1619"
"2020","25-34","البقاع","Female","غير راضٍ(ية","لا تهمّني السياسة","النسبية مع دوائر كبرى ","1619"
"2021","25-34","البقاع","Female","إلى حدٍ ما","لا تهمّني السياسة","النسبية مع لبنان دائرة واحدة","1619"
"2022","Under 25","البقاع","Female","إلى حدٍ ما","لا تهمّني السياسة","لا جواب","1619"
"2023","45-54","البقاع","Female","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","NA","1619"
"2024","35-44","البقاع","Male","إلى حدٍ ما","لا تهمّني السياسة","النسبية مع لبنان دائرة واحدة","1619"
"2025","35-44","البقاع","Male","غير راضٍ(ية","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","النسبية مع دوائر كبرى ","1619"
"2026","55-64","البقاع","Female","راضٍ(ية) تماماً","لا تهمّني السياسة","NA","1619"
"2027","55-64","الجنوب","Male","غير راضٍ(ية","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","النسبية مع لبنان دائرة واحدة","1622"
"2028","Under 25","الجنوب","Female","إلى حدٍ ما","لا تهمّني السياسة","النسبية مع لبنان دائرة واحدة","1622"
"2029","35-44","الجنوب","Female","غير راضٍ(ية","منتمي(ة) إلى حزب/تيار سياسي","النسبية مع دوائر كبرى ","1622"
"2030","55-64","الجنوب","Male","إلى حدٍ ما","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","نظام مختلط (يجمع بين النظامين النسبي والأكثري)","1622"
"2031","25-34","الجنوب","Female","راضٍ(ية) تماماً","لا تهمّني السياسة","غيره، حدد ","1622"
"2032","35-44","الجنوب","Male","راضٍ(ية) تماماً","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","النسبية مع دوائر كبرى ","1622"
"2033","Under 25","الجنوب","Male","راضٍ(ية) تماماً","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","النسبية مع دوائر كبرى ","1622"
"2034","25-34","الجنوب","Male","إلى حدٍ ما","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","النسبية مع لبنان دائرة واحدة","1622"
"2035","45-54","الجنوب","Male","إلى حدٍ ما","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","NA","1622"
"2036","35-44","الجنوب","Female","إلى حدٍ ما","لا تهمّني السياسة","لا اعرف","1622"
"2037","35-44","الجنوب","Female","إلى حدٍ ما","NA","نظام مختلط (يجمع بين النظامين النسبي والأكثري)","1622"
"2038","25-34","الجنوب","Male","غير راضٍ(ية","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","NA","1622"
"2039","Under 25","الجنوب","Female","إلى حدٍ ما","لا تهمّني السياسة","النسبية مع دوائر كبرى ","1622"
"2040","25-34","الجنوب","Female","غير راضٍ(ية","لا تهمّني السياسة","النسبية مع لبنان دائرة واحدة","1622"
"2041","35-44","الجنوب","Male","راضٍ(ية) تماماً","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","النسبية مع لبنان دائرة واحدة","1622"
"2042","35-44","الجنوب","Female","غير راضٍ(ية","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","النسبية مع دوائر صغرى","1622"
"2043","45-54","الجنوب","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1622"
"2044","NA","الجنوب","Male","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1622"
"2045","25-34","الجنوب","Female","راضٍ(ية) تماماً","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","NA","1622"
"2046","25-34","الجنوب","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","NA","1622"
"2047","25-34","الجنوب","Male","راضٍ(ية) تماماً","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","NA","1622"
"2048","25-34","الجنوب","Male","غير راضٍ(ية","منتمي(ة) إلى حزب/تيار سياسي","NA","1622"
"2049","45-54","الجنوب","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1622"
"2050","25-34","الجنوب","Female","راضٍ(ية) تماماً","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1622"
"2051","45-54","الجنوب","Female","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","NA","1622"
"2052","25-34","الجنوب","Male","غير راضٍ(ية","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","لا اعرف","1622"
"2053","55-64","الجنوب","Male","راضٍ(ية) تماماً","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","النسبية مع لبنان دائرة واحدة","1622"
"2054","Under 25","الجنوب","Male","إلى حدٍ ما","لا تهمّني السياسة","NA","1622"
"2055","35-44","الجنوب","Male","إلى حدٍ ما","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","NA","1622"
"2056","Under 25","الجنوب","Male","NA","لا تهمّني السياسة","NA","1622"
"2057","25-34","الجنوب","Female","NA","لا تهمّني السياسة","NA","1622"
"2058","45-54","الجنوب","Male","غير راضٍ(ية","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","النسبية مع انتخاب كل شخص لنواب طائفته","1622"
